greywater_usage_liters,co2_levels_ppm,humidity_percentage,temperature_celsius,sunlight_hours_average,building_surface_area_sqm,wind_speed_kmh,wall_design,algae_type
937,498,64,32,3.874368842532378,29,23.213721265151097,2,Spirulina
535,464,77,32,6.357846320623744,61,7.026043290398392,0,Spirulina
337,562,69,31,5.34054114735858,57,9.977298753660595,1,Spirulina
240,445,78,33,9.9,50,17.68532802260713,1,Spirulina
919,381,61,31,10.186591365573324,80,10.895400425072953,0,Spirulina
832,405,63,33,5.973803361642637,63,16.285899150720887,1,Spirulina
521,339,77,32,9.334402664149748,77,16.82740599433693,1,Spirulina
473,353,68,32,8.595271835800418,38,14.60644592929453,2,Spirulina
663,350,65,33,5.698489925183529,66,15.64418931617585,1,Spirulina
296,555,74,32,10.600732105275558,73,22.396112017572104,1,Spirulina
175,379,74,31,7.694950583989169,72,14.230076804884709,1,Spirulina
281,596,74,32,9.330923653656082,92,18.737098244503294,1,Spirulina
973,538,68,31,8.386180021623897,40,15.027639956752205,1,Spirulina
164,446,76,33,7.439926004681113,59,19.054317426565238,1,Spirulina
799,380,68,31,9.83905670506883,64,22.313280928059378,1,Spirulina
575,521,70,32,6.5901260054977495,43,16.544874208332963,1,Spirulina
280,641,68,31,8.422849078769268,74,13.335946015648222,1,Spirulina
956,505,62,31,3.7,90,6.38021145754664,1,Spirulina
884,431,64,31,3.26045674167385,64,21.301141854184625,1,Spirulina
320,611,70,32,8.632768296341593,71,9.321494037859077,1,Spirulina
614,495,66,33,11.09709565429776,87,7.159247956616441,0,Spirulina
396,374,63,33,8.496603368339336,21,12.227924720260315,3,Spirulina
939,441,65,33,5.187694826750637,64,22.578523379210075,1,Spirulina
977,541,69,31,9.770874793700797,51,11.276017375049223,1,Spirulina
946,402,62,32,8.919622265113324,79,15.749854211377063,0,Spirulina
942,359,61,32,9.503582814367824,81,14.624831545380173,0,Spirulina
134,390,67,32,7.332604887346431,43,16.295082989588412,2,Spirulina
361,443,65,33,10.429466374234124,17,11.31235803325752,3,Spirulina
397,447,63,33,11.090865065912062,94,15.293914848362938,1,Spirulina
536,449,74,33,7.712155545660479,41,8.759559098445411,0,Spirulina
668,583,67,31,5.770803611972433,44,17.305382348016934,1,Spirulina
473,339,70,32,8.509017367587603,53,14.970289077072106,1,Spirulina
661,417,69,32,9.532603594641603,46,18.655006490698078,0,Spirulina
613,548,66,32,7.921998563901727,65,16.312314380758934,1,Spirulina
635,409,67,31,8.352158780056536,29,6.211687522984695,0,Spirulina
290,510,66,32,6.221565630419962,60,9.671346523488701,1,Spirulina
559,464,77,32,6.322686956742696,70,9.591039887486293,1,Spirulina
286,541,68,32,6.565456939898752,78,12.880460232259535,1,Spirulina
295,573,70,32,8.593703341296179,90,17.697545435578427,1,Spirulina
535,463,76,32,6.424423332827283,60,7.111261866018921,0,Spirulina
920,431,65,34,6.008292169082008,80,20.016090367148113,1,Spirulina
364,498,68,33,8.79306263464523,75,9.275211661218108,1,Spirulina
289,525,67,31,5.141343212268878,67,9.499223709445308,1,Spirulina
954,353,61,33,6.030589696518804,75,23.00422695835673,1,Spirulina
537,339,78,32,9.241234239868174,81,16.97606809219361,1,Spirulina
650,567,72,31,9.039422514536026,64,6.379807504845342,1,Spirulina
658,415,65,31,8.999858907864272,38,5.633239271909515,0,Spirulina
714,652,75,31,9.26982592627306,61,6.624578294718955,1,Spirulina
417,445,65,32,10.63767501525845,93,14.878636693114643,1,Spirulina
291,640,69,31,8.662787102433464,73,12.513301363085267,1,Spirulina
742,673,73,32,10.768212935804232,75,7.251810066150609,1,Spirulina
293,528,75,32,11.085810060079291,57,23.50101180351394,1,Spirulina
133,381,64,33,7.753861717741073,28,14.438091117762447,2,Spirulina
359,498,69,33,8.982573914990978,73,10.293834793076508,1,Spirulina
721,660,70,32,10.052058345073046,74,11.544754539975138,1,Spirulina
945,552,73,32,9.58942496364314,50,9.047124818215702,1,Spirulina
193,638,68,31,6.586660772003125,79,19.906380516536508,1,Spirulina
134,445,74,32,6.4209643864057,62,19.335984506355405,0,Spirulina
652,429,72,32,9.742672962558421,56,23.64272152007699,1,Spirulina
289,476,74,32,9.97096826046331,69,11.836204634611681,1,Spirulina
923,482,67,32,5.584318895899594,47,19.220211863169435,1,Spirulina
900,455,66,33,3.8644537016855356,49,22.108468437921097,1,Spirulina
918,382,61,31,10.065109566417664,80,11.066904141528003,0,Spirulina
666,512,74,32,8.8334521224921,50,16.534164857444697,1,Spirulina
374,508,68,33,8.254916063005322,76,7.945083936994679,1,Spirulina
674,623,77,31,7.235502640686982,44,6.397449223110059,1,Spirulina
942,493,63,31,3.7,79,10.474113430079038,1,Spirulina
663,355,65,33,5.994889342023539,65,16.26818808847061,1,Spirulina
610,581,66,32,5.838502066816124,50,22.167657984637444,1,Spirulina
291,475,73,33,9.940518456768485,69,11.288423298066148,1,Spirulina
163,326,64,31,9.799679680404182,62,20.08071738996748,0,Spirulina
289,554,69,32,7.376228239955826,83,14.806042069895089,1,Spirulina
622,487,66,33,11.034451181187176,84,9.528049342588082,1,Spirulina
923,386,61,32,10.371940248427055,76,10.99858311977655,0,Spirulina
316,483,72,33,9.453259337459443,73,10.15123829632428,1,Spirulina
615,512,66,32,10.207709750073928,81,9.88867777134396,1,Spirulina
804,453,67,33,7.64826869766648,67,22.207401526943098,1,Spirulina
967,522,65,31,6.28387277771486,75,7.843499765563065,1,Spirulina
296,576,70,32,8.795957581019026,91,18.177899254920185,1,Spirulina
247,590,77,32,7.914185965512709,81,14.324825439647238,1,Spirulina
529,441,72,33,7.907695320162921,36,9.300117486353916,0,Spirulina
395,361,61,32,6.1940417362760005,20,12.183690918992838,3,Spirulina
286,490,71,32,8.268600173913283,70,10.654237568840674,1,Spirulina
658,614,74,31,6.777056865904647,44,10.644104821093798,1,Spirulina
161,332,65,31,9.749680416162432,61,20.71700224576296,1,Spirulina
943,431,65,34,6.105412898650817,78,21.375780581111435,1,Spirulina
707,318,65,33,6.740696150410713,64,17.16693446395923,1,Spirulina
792,423,67,33,8.176698303289866,66,22.241855367032205,1,Spirulina
964,455,64,33,5.403118742669825,82,17.153706448981982,1,Spirulina
287,546,68,32,6.895721393102356,80,13.664838308618098,1,Spirulina
295,491,76,32,11.654391099294473,33,23.30368847530662,1,Spirulina
289,482,75,32,10.591446261271852,57,16.524260640720655,1,Spirulina
135,390,65,33,8.135806791933357,33,18.752286529310176,2,Spirulina
928,373,61,32,11.473115935906002,81,9.24649109810284,0,Spirulina
932,381,61,32,10.89853391906502,81,10.692635540167167,0,Spirulina
288,475,74,33,9.9,70,11.442505052697594,1,Spirulina
923,381,61,32,10.885799534299936,82,10.102863942231686,0,Spirulina
601,436,72,33,9.010767981457146,47,17.304313004227225,0,Spirulina
279,515,67,32,5.392475047138098,70,9.515771372825498,1,Spirulina
961,493,62,31,4.203041910565837,89,8.801171697538223,1,Spirulina
809,396,63,33,6.003718601039992,57,15.51384145942664,1,Spirulina
699,366,66,32,8.88578299699688,38,11.297172044224244,0,Spirulina
363,419,61,31,5.10905603076476,30,12.21062089755814,2,Spirulina
388,464,65,33,10.234400350533198,89,12.783587234321441,1,Spirulina
922,377,62,32,4.816410452997101,75,22.0442736353314,1,Spirulina
155,343,69,31,7.954733064023053,74,15.754455201609364,1,Spirulina
922,558,75,33,9.22632288581366,50,7.231614429068306,1,Spirulina
434,364,61,32,8.054116204722396,11,12.952524551642327,2,Spirulina
891,429,65,33,5.251165558820651,79,19.056143806725157,1,Spirulina
532,395,79,32,7.7871561931139315,79,12.437458683292395,1,Spirulina
925,478,64,32,3.7,66,15.194795261062099,1,Spirulina
303,513,67,32,5.992220174597769,72,8.953889912701115,1,Spirulina
536,454,75,33,7.303057135579245,47,8.235913133541432,0,Spirulina
248,588,78,32,8.675611984646743,77,16.093693720000807,1,Spirulina
201,445,77,33,8.658822448257283,54,18.531933236461164,1,Spirulina
649,573,64,31,5.2574477983308165,45,22.11703018497735,2,Spirulina
333,431,64,31,5.185264407055134,28,11.088892436136797,2,Spirulina
943,356,61,32,5.629094421535298,77,22.5860629476902,1,Spirulina
895,433,66,33,5.807394982800004,80,18.664163439581813,1,Spirulina
976,541,69,31,9.98560681770615,48,11.793038495120868,1,Spirulina
538,447,73,33,7.907366566158381,38,8.954572842023317,0,Spirulina
934,546,70,33,6.918357017947102,36,13.957697900256832,1,Spirulina
311,591,69,32,7.870530087781432,71,9.338432664715969,1,Spirulina
941,492,63,31,3.7,78,10.778031465948505,1,Spirulina
365,396,61,31,4.138491717819776,13,11.37103160937061,3,Spirulina
411,342,61,32,7.284833090985969,23,12.614934012715382,3,Spirulina
394,453,64,33,10.7804005418051,92,14.383932622532193,1,Spirulina
954,504,62,31,3.7,88,6.828928139539637,1,Spirulina
937,498,64,32,3.8747257672645214,29,23.2153869139011,2,Spirulina
904,446,66,32,4.654965370258899,51,20.768097152089222,0,Spirulina
146,321,62,31,8.072366011145705,38,6.8576889347322165,0,Spirulina
572,484,72,32,8.110928765249245,81,6.4076219646248305,1,Spirulina
708,648,75,31,8.962331026393956,59,6.495859499420726,1,Spirulina
157,340,65,31,9.515821923988227,57,20.43230495094219,1,Spirulina
288,495,77,31,11.650544306367067,36,24.868207054093112,1,Spirulina
943,356,61,32,5.635483385434637,77,22.590322256956426,1,Spirulina
902,452,66,32,4.152418984332508,49,21.626878950824196,0,Spirulina
151,356,65,32,9.094187292682447,49,19.919010617178632,1,Spirulina
321,495,74,32,10.44475774361235,53,18.153072871916375,1,Spirulina
532,405,79,32,7.502022895167686,78,11.644649025588198,1,Spirulina
769,329,66,33,8.769588677816069,58,20.808378299147464,1,Spirulina
651,439,70,33,10.21183363840661,61,21.593106636703055,1,Spirulina
666,403,66,31,8.830729313605262,33,9.5774324559614,0,Spirulina
934,367,61,32,10.630521036849876,81,11.547423322448415,0,Spirulina
289,479,74,32,10.296747947579844,63,14.297651159492155,1,Spirulina
933,366,62,32,5.244586644749791,76,22.329724429833195,1,Spirulina
286,491,78,32,11.595883182185887,36,24.500885531712562,1,Spirulina
809,397,63,33,6.05561526574654,57,15.707012378056564,1,Spirulina
137,433,73,32,6.806749402628011,63,19.662699761051204,1,Spirulina
806,450,66,32,7.460435731017501,68,22.106077968153777,1,Spirulina
279,517,67,32,5.133608370533527,69,9.478928748980254,1,Spirulina
341,423,63,31,4.365098169770565,21,11.052168574765846,2,Spirulina
940,441,65,33,5.209394952743353,65,22.5811273943292,1,Spirulina
251,580,76,32,7.526363122253093,79,13.646135463942912,1,Spirulina
385,432,62,32,8.907369068041096,70,14.619307213879718,1,Spirulina
952,517,64,31,4.531037894235217,86,5.500064678241811,1,Spirulina
452,358,64,32,8.276250312514073,23,13.691917562540343,2,Spirulina
767,342,67,33,9.196006970694011,61,22.355111885632667,1,Spirulina
353,493,69,33,8.813344660751673,77,8.505743413361444,1,Spirulina
416,404,62,32,9.825713037837605,56,14.672015595548265,1,Spirulina
312,475,70,33,10.469884091221616,48,11.137175973936682,1,Spirulina
139,355,63,32,7.890043103918905,32,11.196974126730048,1,Spirulina
433,360,61,32,7.954256581301123,11,12.88170263252045,3,Spirulina
746,320,67,33,9.465206948893417,55,20.304580750979504,0,Spirulina
347,504,67,33,7.596959855198399,77,8.1515200724008,1,Spirulina
133,442,73,33,6.5554179055393655,57,19.318679110204073,1,Spirulina
686,631,77,31,7.778383256563398,48,6.000253456235841,1,Spirulina
753,310,67,33,9.364952940617693,59,21.969819532828605,1,Spirulina
965,418,64,33,6.22757447654691,77,22.75514895309382,1,Spirulina
550,474,72,33,7.423790186812195,40,11.742968523961755,0,Spirulina
421,347,61,32,7.672379009680489,19,12.768951603872196,3,Spirulina
385,549,70,32,7.197486374766504,63,9.002513625233496,1,Spirulina
817,399,63,33,5.991301324008859,59,15.760960279734231,1,Spirulina
830,364,66,31,8.009838331513201,65,21.78732018039395,1,Spirulina
799,372,68,31,10.05832133875567,64,22.325462296597536,1,Spirulina
210,444,77,33,8.990861756838859,53,18.38963067564049,1,Spirulina
896,438,66,33,5.291524250114887,72,19.57866155661452,1,Spirulina
711,317,65,33,6.928141395917486,64,17.509994630264075,1,Spirulina
977,533,69,31,9.783919757960172,51,12.499612996574891,1,Spirulina
891,429,65,33,5.283487034540529,79,19.028439684679547,1,Spirulina
905,424,64,31,4.081897832655253,72,21.470134225412725,1,Spirulina
135,412,66,34,7.77510097682769,25,18.092386914050973,2,Spirulina
355,453,65,33,10.734586273385322,16,11.167827554712217,3,Spirulina
968,525,65,31,6.868937772889435,71,8.419423120188037,1,Spirulina
487,407,67,33,7.948058657732665,25,10.874287651573928,1,Spirulina
270,641,68,31,8.17342724630831,74,14.191106584085789,1,Spirulina
925,557,74,33,9.275319034074851,50,7.476595170374254,1,Spirulina
532,386,79,32,8.073982247601009,79,13.234975029914999,1,Spirulina
378,619,72,31,6.887935389763745,53,10.181420998326782,1,Spirulina
479,399,66,32,7.956573196399579,22,11.206354659583585,1,Spirulina
412,376,61,31,6.7182643031867775,10,12.392646286678099,3,Spirulina
546,453,73,33,8.30052104502798,45,8.7693969740748,0,Spirulina
645,535,67,33,11.281029591357228,87,7.201286989196536,1,Spirulina
207,412,76,32,8.84120068744112,60,16.189794723689655,1,Spirulina
968,545,70,31,9.950581729094242,49,10.85290864547121,1,Spirulina
282,528,67,32,5.736987835392949,73,10.912846109058254,1,Spirulina
612,561,66,32,7.091494735052798,59,18.646316520455066,1,Spirulina
766,324,67,33,9.013247982109219,58,21.275391965709336,1,Spirulina
285,501,74,32,9.703311647017271,46,20.210807655873893,1,Spirulina
345,491,69,33,8.94780291953558,77,8.851493221662919,1,Spirulina
494,348,72,32,8.927917067322776,54,15.560028926325291,1,Spirulina
414,375,61,31,6.813039869876678,10,12.430161615159518,3,Spirulina
161,325,64,31,9.614510810472467,60,18.568504952191816,0,Spirulina
519,342,76,32,9.321306138798393,73,16.68774426455539,1,Spirulina
803,384,63,33,6.461363300117165,57,16.3842796585579,1,Spirulina
755,683,72,32,11.474236682951396,81,7.547354890537793,1,Spirulina
307,601,71,32,9.847745025169429,93,18.79689263149477,1,Spirulina
518,342,76,32,9.306695198789832,72,16.645859569864186,1,Spirulina
383,431,62,32,8.652025395075038,67,14.457381957852462,1,Spirulina
351,480,66,34,10.581823117616501,31,10.079226420133145,2,Spirulina
919,381,61,31,10.23354088358938,80,10.8291187525797,0,Spirulina
975,540,68,31,8.98959884712628,43,13.82080230574744,1,Spirulina
742,665,70,32,10.525658738929547,76,9.950121508591613,1,Spirulina
945,355,61,32,8.961167784443653,80,16.106041819403874,0,Spirulina
530,340,78,32,9.49042119242475,81,17.172540751617614,1,Spirulina
532,371,77,32,9.04073898692014,69,14.846287307965714,0,Spirulina
587,428,70,32,8.129843848974556,34,7.5826295979902465,0,Spirulina
656,427,72,32,9.913456418926149,55,24.344418764718302,1,Spirulina
932,548,71,33,7.222248987785008,38,12.932807335313303,1,Spirulina
689,321,64,33,5.676958979640046,67,15.220094736322348,1,Spirulina
647,542,64,31,7.395965781402332,61,16.293082694944367,1,Spirulina
262,555,72,32,6.572046784909262,75,11.976081873591209,1,Spirulina
660,404,70,33,8.745118752361519,58,22.05814474181372,1,Spirulina
160,335,65,31,9.653944530697997,59,20.600454211284514,1,Spirulina
415,374,61,31,6.852933932009734,10,12.445953014753854,3,Spirulina
900,399,62,31,6.9992340812530625,76,15.395198944113321,0,Spirulina
622,503,66,33,11.214803198456401,88,7.118503998070502,1,Spirulina
274,454,74,34,10.378621032454161,38,15.572707621125328,1,Spirulina
849,433,65,31,4.826677102270445,69,21.377591538925866,1,Spirulina
661,563,64,31,5.607831366939895,47,20.614407529895253,1,Spirulina
616,591,68,31,5.594768483182291,46,21.595828787364045,1,Spirulina
916,557,75,33,8.761033831076837,53,6.518397033407386,1,Spirulina
645,448,70,33,10.374537133239023,65,19.206788712494316,1,Spirulina
357,409,61,31,3.5256178837048253,10,11.128890412299826,3,Spirulina
536,455,75,33,7.147591082632959,49,8.036916585770188,0,Spirulina
896,439,66,33,5.25797859501962,71,19.6381288542834,1,Spirulina
667,392,64,31,8.217127473831159,29,5.79839445086891,0,Spirulina
859,455,67,33,5.41310111327728,55,22.316434092035255,1,Spirulina
362,490,67,34,9.46847255946828,57,8.806825782249462,1,Spirulina
911,425,64,32,6.694767409636931,60,17.28235948986094,0,Spirulina
759,316,67,33,9.517664339137477,59,22.390851593237496,1,Spirulina
746,321,67,33,9.458690486767614,54,20.203279385205633,0,Spirulina
618,495,66,33,11.168186763012876,88,7.566594142477811,1,Spirulina
894,431,65,33,5.812857994799936,81,18.574693147314342,1,Spirulina
254,550,66,31,5.350348168257075,72,12.379143202259197,1,Spirulina
912,547,74,33,8.397534303294588,50,8.655362594063984,1,Spirulina
269,500,69,32,6.260336659540691,65,11.478936515010407,1,Spirulina
663,568,64,31,5.20491738329176,45,21.644256449625843,2,Spirulina
533,471,79,32,5.4907065612688895,75,6.052208487430568,1,Spirulina
944,439,65,33,5.390974452126147,67,22.602916934255138,1,Spirulina
644,606,72,31,6.371577938231135,45,14.400120151122117,1,Spirulina
964,448,64,33,5.626018544519483,80,18.7050890698556,1,Spirulina
560,481,74,32,7.23688681568227,79,6.211716010411543,1,Spirulina
927,480,64,32,3.7,67,14.775063720957604,1,Spirulina
286,487,72,32,8.586592001848004,70,10.780109334064836,1,Spirulina
878,421,63,31,3.109489149479553,71,20.906326099653036,1,Spirulina
906,394,62,31,7.97745893099423,77,14.014175626831676,0,Spirulina
777,374,67,33,8.787503356206583,63,22.309722595134065,1,Spirulina
176,346,67,31,9.9,61,20.42549091854416,1,Spirulina
306,495,75,32,11.043390555999773,45,21.370724238498784,1,Spirulina
363,491,67,34,9.357689767811832,60,8.680216877499237,1,Spirulina
411,361,62,33,8.361001489876166,39,13.47269364476066,2,Spirulina
683,629,77,31,7.654238496148124,47,5.948285882108516,1,Spirulina
535,413,75,33,8.41120111668046,52,11.619905722987353,0,Spirulina
939,491,63,31,3.7,77,11.207858235792587,1,Spirulina
285,595,73,32,9.462784756802865,93,19.215094743410386,1,Spirulina
904,460,66,32,3.714740931324877,45,22.468791012849422,1,Spirulina
145,335,63,31,7.843201583972469,42,8.209069960685973,0,Spirulina
268,597,75,32,8.991735681668164,89,17.50754184604709,1,Spirulina
809,391,63,32,6.3044740310949665,57,15.889050150843568,1,Spirulina
664,409,67,31,9.129590975389183,38,13.442709948366772,0,Spirulina
337,600,72,32,8.345661574955567,78,17.112964666173674,1,Spirulina
891,443,65,32,3.4614433612223237,56,21.803608403055808,1,Spirulina
533,437,79,32,6.524282329629547,76,8.926053306774838,1,Spirulina
289,493,77,32,11.69359105918393,35,24.675687071437594,1,Spirulina
140,376,69,32,7.127467205052034,57,14.910403634101232,1,Spirulina
403,432,62,32,11.039937292509057,86,15.850527372141142,1,Spirulina
398,370,62,33,8.373827502386128,21,12.286081709396043,3,Spirulina
534,468,77,32,5.932761760062709,67,6.481935052880266,0,Spirulina
808,393,63,33,6.112082698384241,57,15.714825171903128,1,Spirulina
664,407,67,31,9.022499761936173,36,12.05766358770783,0,Spirulina
884,425,64,32,4.131873762426531,75,20.015536775062973,1,Spirulina
265,535,66,31,5.2356417501603625,71,11.01413682690832,1,Spirulina
850,413,64,33,5.952679009330844,68,16.91962972007467,1,Spirulina
659,426,71,32,9.952290141872083,54,24.082952501545602,0,Spirulina
906,441,65,32,5.165651574054657,53,19.895405538007864,0,Spirulina
285,601,71,32,9.400768038231321,95,20.865688416022195,2,Spirulina
157,353,67,31,9.118088984771097,63,20.58723559390844,1,Spirulina
896,437,66,33,5.396028058216915,73,19.393404805888196,1,Spirulina
376,516,68,33,8.049871361538974,74,8.150128638461027,1,Spirulina
308,540,68,31,5.2194880045285,63,9.686771210868402,1,Spirulina
699,319,64,33,6.281032295353498,65,16.32566288017527,1,Spirulina
361,495,68,33,8.683742828755342,78,8.172481559656596,1,Spirulina
239,445,78,33,9.958547123084253,49,18.22443063848964,1,Spirulina
293,492,77,32,11.668339139126275,34,23.791869869419614,1,Spirulina
332,462,69,33,10.475024528218894,80,13.178413458848384,1,Spirulina
355,497,70,33,9.151080668876237,71,11.199558595209767,1,Spirulina
187,445,77,33,8.214671769706076,56,18.722283527268825,1,Spirulina
446,372,62,32,7.98826918110376,13,12.442498063046662,2,Spirulina
392,614,72,31,6.100743168810201,47,10.437258470136685,1,Spirulina
964,455,64,33,5.4139132180724285,82,17.2288359977841,1,Spirulina
775,316,68,32,10.374550610819032,60,22.4,1,Spirulina
145,342,64,31,7.759107964609427,43,8.86697886511448,0,Spirulina
574,519,70,32,6.628986366853592,43,16.32103852692331,1,Spirulina
536,449,74,33,7.7394776573121655,41,8.79453140135957,0,Spirulina
916,408,63,32,8.29757407512375,67,14.543386074155617,0,Spirulina
807,411,64,33,6.484188127983176,59,17.302255809715156,1,Spirulina
418,373,61,31,7.028283683058503,10,12.515362291210657,3,Spirulina
756,325,67,31,9.196430091642625,64,19.389488998441333,1,Spirulina
149,336,67,31,7.391786193806341,61,9.741069030968292,0,Spirulina
963,528,63,31,4.070885293439414,17,23.658229413121173,2,Spirulina
958,345,61,33,6.204393402954691,77,23.04928717854381,1,Spirulina
262,488,71,32,6.983969070752087,62,12.775444585097489,1,Spirulina
848,454,67,33,5.832250777659794,57,22.295987766943423,1,Spirulina
722,344,66,32,9.160022602931233,46,15.560351372840092,0,Spirulina
141,343,62,31,7.954168710645348,34,9.67078468664071,0,Spirulina
199,634,69,31,6.771039850521606,79,19.378385882597218,1,Spirulina
315,596,72,32,9.29852630791358,90,19.373248451329886,1,Spirulina
966,531,64,31,5.342908967750566,24,21.11418206449887,2,Spirulina
334,635,71,31,9.441524698606571,70,9.351504472952865,1,Spirulina
487,407,67,33,7.948050694725783,25,10.873977094305532,1,Spirulina
811,453,67,33,7.369786268485483,65,22.220986035683634,1,Spirulina
947,510,63,32,3.9273864952412416,24,23.46113697779246,2,Spirulina
928,374,61,32,11.527978003642591,81,9.08405621291338,0,Spirulina
404,429,62,32,10.915515154134855,83,15.729764708425005,1,Spirulina
185,445,76,33,8.146108537079746,56,18.751667769822966,1,Spirulina
897,441,66,33,5.059942615499862,68,19.989192636159334,1,Spirulina
308,457,70,32,7.906515302645497,53,11.210739491163231,1,Spirulina
944,399,62,32,9.222102890829337,79,14.976848167880586,0,Spirulina
301,593,71,32,9.853099932387918,97,20.688612339421308,1,Spirulina
660,393,69,33,8.139170543009246,59,20.782464301072096,1,Spirulina
319,445,67,32,6.668668010677567,42,11.155313493015413,1,Spirulina
912,549,75,34,8.818827202736532,53,7.645611339823517,1,Spirulina
629,580,65,31,5.3298746137581645,46,22.768871523823474,2,Spirulina
963,431,65,34,6.19003906736259,77,22.56054694307626,1,Spirulina
746,670,71,33,11.568568601137992,83,7.560710751422489,1,Spirulina
361,604,72,31,7.306770087666863,65,14.648617417256279,1,Spirulina
289,491,77,32,11.461111642722491,40,23.095065745014377,1,Spirulina
157,338,68,31,8.559376629610831,71,17.353834955744777,1,Spirulina
359,541,68,33,8.841588533949007,77,8.196856049380376,1,Spirulina
963,515,63,31,4.97624512570187,84,6.556303795612778,1,Spirulina
641,407,66,31,8.379909853453114,29,6.040555903705798,0,Spirulina
395,450,63,33,10.914300511448698,93,14.776398050797907,1,Spirulina
622,504,65,32,10.572592957993598,84,8.616233684848803,1,Spirulina
457,339,68,32,8.227139500912727,45,14.336063877053634,2,Spirulina
323,624,71,32,9.68805728205393,79,12.675529145400638,1,Spirulina
434,362,61,32,7.984206927587179,10,12.893682771034872,3,Spirulina
336,635,71,31,9.344848984974758,70,9.382924079883203,1,Spirulina
289,478,73,32,9.650537838472932,70,11.201254561062203,1,Spirulina
141,403,73,32,6.583481465879572,71,16.380815080047277,1,Spirulina
285,540,68,32,6.496509506635601,78,12.716710078259553,1,Spirulina
800,436,67,32,8.264511154514093,67,22.22580617525078,1,Spirulina
208,444,77,33,8.899304262463497,53,18.42886960180136,1,Spirulina
250,583,76,32,7.665529865823334,80,13.889677265190834,1,Spirulina
169,445,76,33,7.588075673899821,58,18.99082471118579,1,Spirulina
654,571,64,31,5.237034977250698,45,21.93331479525628,2,Spirulina
895,434,66,33,5.723747337953715,79,18.81244790090023,1,Spirulina
549,445,73,33,8.120885022272892,40,10.651378499849717,0,Spirulina
835,438,65,32,5.67368416792256,69,21.611870088999858,1,Spirulina
247,449,78,33,9.9,53,16.77589505874871,1,Spirulina
408,385,62,33,9.264041309621371,56,14.28311399581405,2,Spirulina
274,613,76,32,8.763348996244519,79,12.968392862620192,1,Spirulina
485,350,70,32,8.789603991404169,47,15.163531442025286,1,Spirulina
628,478,67,33,10.877907426106397,79,11.824024417106157,1,Spirulina
800,442,67,32,8.093867935310122,67,22.216325996406116,1,Spirulina
245,593,78,32,8.505197085567918,80,15.597485631506581,1,Spirulina
661,419,70,32,9.62934514898478,48,19.906197260203157,0,Spirulina
895,435,66,33,5.549001703750986,76,19.122224252441434,1,Spirulina
956,431,65,34,6.161535069977661,77,22.161490979687247,1,Spirulina
694,325,64,32,5.8564193102421145,68,14.82637567737303,1,Spirulina
964,431,65,33,6.139663139547828,76,22.69275957674574,1,Spirulina
265,493,71,32,6.7170998005013125,63,12.297303809231519,1,Spirulina
289,490,77,32,11.372187751760341,42,22.423196346633688,1,Spirulina
281,509,68,32,6.1094471657161,70,9.79957283642929,1,Spirulina
637,540,70,32,9.868960324453417,73,6.656320108151139,1,Spirulina
264,460,76,33,9.9,60,14.63791130023603,1,Spirulina
320,482,71,33,11.477854579624948,24,17.124910286873163,2,Spirulina
943,494,63,31,3.7,80,10.10164959154429,1,Spirulina
399,369,62,33,8.368128017058936,21,12.288781465603662,3,Spirulina
288,494,78,32,11.687535314592921,36,24.863705768961744,1,Spirulina
245,600,78,32,8.332768889209182,82,14.856321024236664,1,Spirulina
725,315,66,33,7.746726137638765,62,19.008159157565288,1,Spirulina
826,403,63,33,5.980045754907086,61,16.098627352787435,1,Spirulina
619,442,74,32,8.52904991518394,61,18.656313781951404,1,Spirulina
801,448,66,33,7.670042863837483,67,21.71627065983952,1,Spirulina
913,557,75,34,9.00191199294142,51,6.964764776249092,1,Spirulina
734,654,69,32,9.950829513528232,73,11.207560439156993,1,Spirulina
307,581,69,32,7.518196694673076,71,9.346262295673933,1,Spirulina
447,359,63,32,8.19759124188743,19,13.466428226743965,2,Spirulina
286,487,72,32,8.590411534878278,70,10.781621232555986,1,Spirulina
281,507,68,32,6.335008698240091,70,9.888857609720036,1,Spirulina
294,362,35,18,4.338028812636085,61,7.573565057817925,0,Ulva
873,344,21,14,7.838739357556696,70,17.916626926133542,1,Ulva
233,327,25,13,7.980885512187096,22,8.51522661780859,0,Ulva
723,335,33,15,5.080014266282754,68,13.833238224781633,1,Ulva
847,318,30,16,6.730614259161584,88,9.383898436300814,0,Ulva
687,385,41,15,6.760016447711841,58,8.034334274196866,0,Ulva
295,361,36,18,4.239013413922624,65,7.482166228236268,0,Ulva
744,314,27,15,7.968892120576317,35,15.634834220853797,2,Ulva
120,323,46,12,8.323341035828838,39,11.045537583066045,2,Ulva
586,355,36,15,7.974870429613354,23,20.137176074033384,3,Ulva
253,313,27,15,7.583288468004632,10,7.667384511925891,0,Ulva
837,312,30,17,5.38443569997094,89,12.035603650159834,1,Ulva
442,333,34,13,7.109152747192068,81,13.032152142975466,1,Ulva
518,366,31,12,5.818549353190868,17,9.409300337420218,0,Ulva
954,378,39,15,7.964711687896184,58,18.85474085987598,1,Ulva
706,347,34,15,8.790770463695374,71,10.511998397196015,1,Ulva
858,323,38,17,3.5456743839301192,73,23.73341092013588,1,Ulva
771,334,32,12,8.410714029471219,71,23.024674951958136,1,Ulva
696,354,37,14,8.600714745145677,65,10.699285254854324,1,Ulva
878,363,20,11,6.5,64,16.10151671907143,1,Ulva
