Algae Type,Algae Amount (kg),Wall Size (m²),Temperature (°C),Sunlight Hours,Optimal Panel Type,Algae Type Encoded,Optimal Panel Type Encoded
Haematococcus,12.59645331157764,22.396068899902776,32.72410667809444,11.248807429443406,Tubular,0,1
Haematococcus,17.819418282859072,69.21545372034633,15.463280839858331,5.14897102455053,Vertical Column,0,4
Scenedesmus,17.86353006923637,37.53053319353679,34.662642838203055,5.949665695234741,V-Shaped,3,5
Dunaliella,44.01286884812416,75.86854635578507,26.1471654964952,9.6686683661426,V-Shaped,4,5
Spirulina,66.15401791031384,55.00305240126472,24.020157784450063,10.022779800731072,V-Shaped,2,5
Spirulina,78.06725617859595,83.44510814028912,39.90561232611597,7.796268500979526,V-Shaped,2,5
Dunaliella,38.54279653706114,90.19195146704904,23.619244172496856,7.122364377702164,V-Shaped,4,5
Scenedesmus,47.14173530891961,66.70168125569447,25.273563808752748,8.834435358571831,V-Shaped,3,5
Chlorella,11.350731279162336,12.592106249186685,18.860393938480325,9.014164155337774,V-Shaped,1,5
Scenedesmus,13.685757720162112,29.035607435359125,36.83835660613036,5.891799297909556,V-Shaped,3,5
Dunaliella,11.891929174647023,24.625995876771064,23.000402827184796,8.048357539294692,V-Shaped,4,5
Haematococcus,33.98444277143583,69.79054299451141,19.808659078847874,9.738982192503787,V-Shaped,0,5
Spirulina,6.660693961522469,10.775710233260224,34.05903034267932,5.151009243118241,Vertical Column,2,4
Chlorella,22.93604912045168,27.966592689392577,25.882318104690853,8.201231152893026,V-Shaped,1,5
Dunaliella,29.141510846289357,49.842433177069225,25.567165491435645,9.744545289606886,V-Shaped,4,5
Spirulina,63.26686925476861,44.46127126335213,21.729743486832632,11.85804848749292,V-Shaped,2,5
Scenedesmus,9.770474062239511,16.237699573446534,23.793002783641302,7.521442629577545,V-Shaped,3,5
Haematococcus,26.70159156535119,88.03104462195404,25.39069455072888,6.066403433020738,V-Shaped,0,5
Haematococcus,16.16767236959834,73.10297979699881,28.530955360845752,4.423259466165315,V-Shaped,0,5
Dunaliella,41.058086679303,99.60806590069144,30.6700657516211,6.869940084343109,V-Shaped,4,5
Chlorella,18.259206276814883,36.18994506081968,26.037598082029373,5.045381043306099,Flat Panel,1,0
Chlorella,61.1896177154767,62.76119489026855,26.27825174494604,9.749594127782368,V-Shaped,1,5
Scenedesmus,19.817710821219872,32.12367283203172,19.807894319608764,7.711490107639127,V-Shaped,3,5
Chlorella,53.28636199949339,58.8646400040395,28.32638225236778,9.052355029409282,V-Shaped,1,5
Chlorella,20.20707100446637,26.34682796909397,38.24838985185214,7.669640925340306,Tubular,1,1
Spirulina,80.66938763995647,86.78153547192129,16.270064742223557,7.746404731651081,Vertical Column,2,4
Chlorella,41.57540943927264,56.55449527788795,32.76054537531029,7.351388998343349,Tubular,1,1
Chlorella,33.29987053522706,35.68636616170802,39.61439740940283,9.331258437559352,Tubular,1,1
Haematococcus,13.97735451506836,37.57981028952187,32.87246095193221,7.438757357945243,V-Shaped,0,5
Scenedesmus,35.58168624708822,74.58052443836822,31.200757951380357,5.963635700311444,V-Shaped,3,5
Dunaliella,11.424011034502524,47.14104235412343,39.32110396650056,4.038947261244026,V-Shaped,4,5
Scenedesmus,17.201064720849725,32.34587316677614,16.965667774743952,6.6473181262415615,V-Shaped,3,5
Spirulina,117.83391370953142,82.0482494614073,28.33270906146852,11.967949192805598,V-Shaped,2,5
Dunaliella,17.6263254191504,47.00145504334413,20.97494200528878,6.250276508424273,Vertical Column,4,4
Chlorella,13.391706181333204,19.3273053832716,38.12661391117638,6.92890494343001,V-Shaped,1,5
Spirulina,34.67172292754436,71.22256194973366,23.462671985636824,4.056734502194968,Vertical Column,2,4
Spirulina,97.35645768634105,68.51019010772923,25.198445459196027,11.842089662531992,V-Shaped,2,5
Haematococcus,16.653466630215533,66.97766138466145,15.78782607705529,4.972842074784457,Vertical Column,0,4
Chlorella,84.29408359478647,82.98416734053495,24.218128886771147,10.157851346375042,V-Shaped,1,5
Dunaliella,17.436345215497703,56.82087644536229,36.10464739560204,5.1144187096633145,V-Shaped,4,5
Scenedesmus,82.01704621700618,91.69851192851608,27.09693161410648,11.180258612176672,V-Shaped,3,5
Chlorella,86.12579313703239,81.21796428814002,38.41233328275564,10.604278732163326,Tubular,1,1
Dunaliella,10.098956061185223,14.487413175924782,22.228758361353773,11.618080626898587,V-Shaped,4,5
Haematococcus,20.28561791792736,34.61878261017432,24.425192798968617,11.719428812014607,V-Shaped,0,5
Dunaliella,27.48058312434281,55.23671040591282,39.57150294638551,8.291763129507785,V-Shaped,4,5
Haematococcus,40.07291807208464,93.9040195528875,15.350362938151424,8.534867466352758,V-Shaped,0,5
Dunaliella,14.482260411495828,58.78137686317535,35.566436712010685,4.106249627668641,V-Shaped,4,5
Dunaliella,44.32756963293894,70.0598664700924,32.84265646691768,10.54516464902241,V-Shaped,4,5
Haematococcus,27.16333135058348,53.67615706555439,27.580510371465863,10.121190798890112,Tubular,0,1
Haematococcus,36.23472302381896,87.39466427650683,35.48085530256051,8.292204867147586,Tubular,0,1
Spirulina,60.95303675134748,96.6104251733086,30.32790597673104,5.257631068455634,Vertical Column,2,4
Scenedesmus,23.580901902824547,33.96083513489292,34.06335094438837,8.679447151829773,Flat Panel,3,0
Haematococcus,51.71411193282784,98.10526202691956,35.09233629693256,10.542576588529524,Tubular,0,1
Dunaliella,13.189988308345354,21.92235907077339,26.373921993193427,10.027804843571843,V-Shaped,4,5
Chlorella,35.2011339410305,33.46076419665342,31.73164489609144,10.520122533409186,Tubular,1,1
Dunaliella,12.323458994240257,18.93138984277129,36.33211996418005,10.84922897595728,Tubular,4,1
Scenedesmus,14.917071326731136,19.10490576517929,18.222564626837475,9.759974421019573,V-Shaped,3,5
Dunaliella,48.95982467442973,72.70793334418639,39.02073542700471,11.222944187457202,Tubular,4,1
Haematococcus,21.843716750922887,74.22942548009384,30.980045734749,5.88546027660708,V-Shaped,0,5
Chlorella,69.33753712361225,63.421772897286814,18.170044978169003,10.932765508764028,V-Shaped,1,5
Scenedesmus,12.498197243161975,20.528474174673185,22.228417960469024,7.610281417421119,V-Shaped,3,5
Dunaliella,16.153710595569706,55.55258674251799,33.97170336044874,4.846372162182392,V-Shaped,4,5
Haematococcus,16.58044674312982,42.53384348396309,19.79178297075686,7.79635480126845,V-Shaped,0,5
Chlorella,61.76229655981628,86.3382815697606,28.392224261400745,7.153523956799264,V-Shaped,1,5
Dunaliella,6.033560505682504,14.988969004711045,35.13665707601467,6.70888983290106,V-Shaped,4,5
Chlorella,86.46894386286097,75.3455193456227,29.697558122370364,11.47632196497488,V-Shaped,1,5
Spirulina,66.80963251036165,53.78344891591806,20.958430265699924,10.351640677724724,V-Shaped,2,5
Scenedesmus,75.29797997804393,79.5850922572263,28.93602417909,11.826646461417983,V-Shaped,3,5
Spirulina,33.04307302925586,51.460551248949386,22.627492170488164,5.3508743149362825,Vertical Column,2,4
Haematococcus,19.416275682262977,58.96977615455217,15.878981256779854,6.585161738235338,V-Shaped,0,5
Scenedesmus,29.703643926502625,39.58841147990049,22.46232745187408,9.378894863457557,V-Shaped,3,5
Haematococcus,13.89955131378535,34.835394534146886,19.610879764606626,7.980131414995468,V-Shaped,0,5
Haematococcus,5.75793488934485,11.903484101447466,20.14970460471183,9.674369017126144,V-Shaped,0,5
Spirulina,56.63558852715777,75.0491808409716,27.23198152629008,6.288719376250085,Vertical Column,2,4
Dunaliella,8.7665713868844,14.705119294188366,20.12448082064777,9.935963129009378,V-Shaped,4,5
Chlorella,25.106181303163755,26.52077027952396,35.457512735984544,9.46661090102184,Tubular,1,1
Chlorella,19.490997287525424,35.36176153568432,25.722109734867757,5.511885279769401,Flat Panel,1,0
Haematococcus,6.204247534793816,21.120983866141856,27.980174365086505,5.874960725423004,V-Shaped,0,5
Dunaliella,23.077930141741696,38.93797079545067,29.58190492847741,9.878074310795029,V-Shaped,4,5
Scenedesmus,36.06872050044295,73.21588489725389,28.620616891835795,6.157939726990136,V-Shaped,3,5
Scenedesmus,26.02516568707431,75.57733200852091,26.33932024037937,4.304393426480727,Vertical Column,3,4
Spirulina,26.06522534731064,44.50490772687986,20.05202340216302,4.8805900814484575,Vertical Column,2,4
Spirulina,69.02025086670203,55.87534677593617,35.05684242868695,10.293784117868327,V-Shaped,2,5
Spirulina,33.022183893847306,43.83740997362252,18.7816071115669,6.277397910771709,Vertical Column,2,4
Dunaliella,3.221696370463815,11.622610806302102,28.49154472257881,4.6198690124438615,V-Shaped,4,5
Scenedesmus,61.79122822051684,67.36622330882994,25.26246784243448,11.465543336392146,V-Shaped,3,5
Chlorella,76.38380270093772,98.29878620621588,28.321178307081496,7.770574352840547,V-Shaped,1,5
Dunaliella,11.20173750137928,18.57240405755825,17.950150665484372,10.052313337809926,V-Shaped,4,5
Chlorella,71.93846111421684,62.179429758623165,30.627288817163212,11.56949515193009,Tubular,1,1
Scenedesmus,43.490190658589206,55.48183014140435,19.334901655152983,9.798295799667088,V-Shaped,3,5
Spirulina,89.64044493014298,75.09972735945668,15.811769292293707,9.9468231645601,V-Shaped,2,5
Spirulina,88.77959068783161,93.08565897573384,31.641262515648997,7.947839984583021,Vertical Column,2,4
Chlorella,17.27679828343788,15.550712525886173,33.24808798214553,11.109972134510503,Tubular,1,1
Haematococcus,29.20504979084816,68.45886627432944,20.117986348749973,8.53214532470264,V-Shaped,0,5
Chlorella,13.425282441377336,14.905834967234762,16.320647347715063,9.006729559859007,V-Shaped,1,5
Spirulina,14.499740290032564,10.90093695032228,18.98849891721059,11.084475548685052,V-Shaped,2,5
Scenedesmus,17.277517406817488,38.69355905857042,19.27034265765527,5.5815224249159,Vertical Column,3,4
Dunaliella,28.788269146943943,97.3105197776589,20.252944398505363,4.93065381706609,Vertical Column,4,4
Scenedesmus,13.996883535397698,42.408966770390194,21.026608646418417,4.125567244770237,Vertical Column,3,4
Spirulina,77.9988867902648,67.85259319775562,18.640716167635585,9.57945293789754,V-Shaped,2,5
Chlorella,27.11012460708637,67.48053725083648,39.99623111216,4.01747314285799,V-Shaped,1,5
Haematococcus,22.784980804581185,95.95568684136128,38.015703417769394,4.749063146669034,V-Shaped,0,5
Scenedesmus,50.81239843206048,56.954062123022645,15.031701922887256,11.152057583334448,V-Shaped,3,5
Chlorella,38.536328454461255,33.27015372762213,17.26047444479152,11.582852538029286,V-Shaped,1,5
Chlorella,73.58401568344564,71.36069480096091,22.88883686107777,10.311560991479414,V-Shaped,1,5
Dunaliella,33.494226376526115,93.84933247831172,32.31285031902982,5.94822671119629,V-Shaped,4,5
Haematococcus,11.235985173546055,42.98960686413036,35.07926279081828,5.227303059112704,V-Shaped,0,5
Chlorella,76.50545136991049,73.65054955018809,18.785261098402128,10.387628040409524,V-Shaped,1,5
Scenedesmus,8.019198962761896,14.250238884527937,35.23423861092364,7.034267133820356,V-Shaped,3,5
Dunaliella,57.24630573662439,80.26138672190761,18.034298113715494,11.887473348999343,V-Shaped,4,5
Haematococcus,33.798212716155454,59.86893523562435,29.46409830698386,11.290734529731273,Tubular,0,1
Chlorella,22.08123749880691,41.87387770835455,39.30198338686392,5.273272671950639,V-Shaped,1,5
Spirulina,32.90010840396155,29.396157179299195,24.76733842752372,9.3266466212149,V-Shaped,2,5
Chlorella,77.53027316344446,78.12341606143124,28.60315004907752,9.924076169746549,V-Shaped,1,5
Chlorella,6.022544487416733,10.949647313431049,19.230076291931297,5.500217783297333,V-Shaped,1,5
Scenedesmus,31.9305306511488,35.84482886175017,28.920967367256026,11.134985040067278,V-Shaped,3,5
Spirulina,51.41726796490476,59.48892290405894,15.452027305142137,7.202638947286066,Vertical Column,2,4
Scenedesmus,25.136526174065217,29.391661654815703,31.587258628217757,10.69033050481968,V-Shaped,3,5
Chlorella,22.149063268119853,27.151844186547446,26.824764842453817,8.157480249203015,V-Shaped,1,5
Chlorella,78.73129846719374,98.32792824298228,36.06345573496593,8.007012847116794,Tubular,1,1
Spirulina,127.20454770455102,94.67919157073362,23.523695041065245,11.19610212077048,V-Shaped,2,5
Chlorella,26.899848611864645,59.44706488548681,38.20931379951979,4.5250087054225405,V-Shaped,1,5
Chlorella,67.29810953535157,65.97430603810383,39.04031896083208,10.200654402712953,Tubular,1,1
Haematococcus,23.46630100221449,84.41810624560259,36.09201324162444,5.559542151761279,V-Shaped,0,5
Spirulina,24.05744110499965,44.55523080137397,27.722131379356146,4.499554199791393,Vertical Column,2,4
Dunaliella,8.778884216248015,17.662927290047392,17.56240822973032,8.283719597255633,V-Shaped,4,5
Haematococcus,34.030915233166986,95.65321657514836,18.56964091669712,7.115477440621386,V-Shaped,0,5
Dunaliella,20.96123328342009,36.44150235888948,39.81563871132175,9.58670377023522,Tubular,4,1
Chlorella,51.151638675582255,49.83893634343898,22.78780747534965,10.26338891406058,V-Shaped,1,5
Spirulina,38.800424953762416,60.9043174973239,30.779701951501774,5.308931909940441,Vertical Column,2,4
Dunaliella,23.869984754109986,57.33519192113135,24.404761719240557,6.93872412221824,Vertical Column,4,4
Scenedesmus,47.58842957015395,53.5464973029901,36.21516379746949,11.109136910692138,Tubular,3,1
Dunaliella,51.68413787729436,75.11811159979797,21.93807012255981,11.467305016187638,V-Shaped,4,5
Dunaliella,20.097837527046003,71.65054779968608,22.86410377318413,4.67496717150804,Vertical Column,4,4
Spirulina,42.51413612256261,42.348144414773536,27.737721830605047,8.365997438235485,V-Shaped,2,5
Chlorella,46.59872131051296,71.43393518031749,31.716772122447324,6.523331130069468,V-Shaped,1,5
Chlorella,32.05887173627499,74.54633023420818,16.317744746335975,4.300529836351845,Vertical Column,1,4
Scenedesmus,36.634287167631946,77.027565846693,27.717649605406667,5.9449962433813495,Vertical Column,3,4
Haematococcus,13.74402041133562,35.76518759007468,19.7483685915255,7.685697370786204,V-Shaped,0,5
Spirulina,93.04257026236309,84.20653628199364,31.13094111383329,9.207773961748355,V-Shaped,2,5
Scenedesmus,41.39358197757532,47.27183631211885,35.631216666304525,10.945624606231831,Tubular,3,1
Haematococcus,15.461204731843615,25.780081723917394,21.706258973057768,11.994690239868037,V-Shaped,0,5
Spirulina,132.51730451750515,97.15772174503672,29.2307553022862,11.366166797088605,V-Shaped,2,5
Haematococcus,40.82166637220087,70.62488487970256,26.4551201313054,11.560136753987951,Tubular,0,1
Scenedesmus,52.86066874564411,58.743723051863824,36.21205524834349,11.248152568354906,Tubular,3,1
Dunaliella,41.76576803760259,66.89101856041208,21.42285711730733,10.406421503828197,V-Shaped,4,5
Haematococcus,18.83516491906565,40.45310793326942,35.75507210864405,9.312097824540816,Tubular,0,1
Spirulina,72.8883102583224,62.33085531357618,28.14425841708064,9.74481390364818,V-Shaped,2,5
Dunaliella,42.727882008030136,64.04812913857734,39.19661414878388,11.118691152706486,Tubular,4,1
Scenedesmus,66.19549701955151,90.28529741887246,32.2542767651083,9.164766981998469,V-Shaped,3,5
Spirulina,62.50503160655194,84.98724938069086,39.79579481159075,6.128863649354393,V-Shaped,2,5
Haematococcus,10.269842599221873,22.645657279773395,33.18171176131085,9.070032697522691,Tubular,0,1
Scenedesmus,25.33499452293232,39.65773723965971,21.9472781496939,7.985514393391833,V-Shaped,3,5
Scenedesmus,67.7706424269696,89.41970722128235,36.42375324673471,9.473672601507891,Tubular,3,1
Dunaliella,48.66396909317128,69.43022474627148,29.57669211055359,11.681744579062595,V-Shaped,4,5
Dunaliella,17.22085722993416,28.74499076381912,22.48121048150401,9.984845343099911,V-Shaped,4,5
Scenedesmus,16.013781412297885,27.92412078373603,36.4142997170834,7.168435819483734,V-Shaped,3,5
Chlorella,77.69170289607995,76.17260946761141,37.14805286108563,10.19942777844764,Tubular,1,1
Chlorella,20.531934214354152,40.27111540440237,37.186042268812194,5.098427001132835,V-Shaped,1,5
Haematococcus,45.75255448437353,79.01640080359958,18.922565603653,11.580521010592344,V-Shaped,0,5
Chlorella,32.29441088049047,32.69295602550492,19.521863110633408,9.878094490842756,V-Shaped,1,5
Haematococcus,30.894024673264425,60.59302784448265,27.879805653455342,10.19722095834414,Tubular,0,1
Dunaliella,61.90619289403725,88.67520293338616,24.46685524931959,11.63538224256859,V-Shaped,4,5
Spirulina,15.389777698847222,22.96029015278399,31.420380777211225,5.585650121884157,Vertical Column,2,4
Chlorella,12.38071570901874,15.72412927400176,39.22036726444512,7.873705114781133,Tubular,1,1
Scenedesmus,46.68338641963817,48.73088563201652,36.02740426540254,11.97479427425152,Tubular,3,1
Haematococcus,20.93841981987076,71.66813083928795,33.03061168747291,5.843160572116515,V-Shaped,0,5
Haematococcus,45.25703720106276,95.39114479227264,21.630713062566866,9.488729231547897,V-Shaped,0,5
Chlorella,83.37136173319567,86.67723282002575,27.168776208807888,9.618599835357657,V-Shaped,1,5
Spirulina,108.7179855663478,78.97161525016512,16.763751592747365,11.472263929045114,V-Shaped,2,5
Chlorella,61.43695050529246,59.23566918265979,26.227084816902835,10.371614156302474,V-Shaped,1,5
Chlorella,52.60619876600661,58.60713897299762,33.84420505112631,8.976073510471846,Tubular,1,1
Scenedesmus,37.35410035549088,53.42437544748967,18.17182070157733,8.73994783341124,V-Shaped,3,5
Spirulina,28.39438093082627,20.114733906237326,25.14530230500679,11.76350839107278,V-Shaped,2,5
Chlorella,26.446726028840967,24.730809735675507,27.310043980108397,10.693837489150289,V-Shaped,1,5
Haematococcus,15.01133520747986,46.9734756010685,30.09481893215295,6.391409200786666,V-Shaped,0,5
Haematococcus,34.05563881654141,90.21825420458102,24.716868766773764,7.549611576237343,Flat Panel,0,0
Haematococcus,39.606661074215445,96.66621951837666,18.630625497881223,8.194519506720969,V-Shaped,0,5
Haematococcus,7.100851022811054,13.236918059207152,39.58468051151432,10.72885847151096,Tubular,0,1
Spirulina,112.7389910186822,92.36249383644063,35.19064673907438,10.171786758876852,V-Shaped,2,5
Spirulina,42.661151840243264,80.45637561879917,32.079389080995455,4.418662858405303,Vertical Column,2,4
Scenedesmus,32.87003780688816,86.92075372458372,15.76144520176242,4.727012306957187,Vertical Column,3,4
Dunaliella,19.86511736513765,58.33751100310931,33.68090345098875,5.675341366574834,V-Shaped,4,5
Chlorella,46.31162570067964,81.32857908592031,20.64161457630137,5.694385199052022,V-Shaped,1,5
Dunaliella,44.97519719923151,76.19171757379148,37.69377000603095,9.83816409258945,Tubular,4,1
Dunaliella,7.172084423867211,20.39552795408196,36.459235167991466,5.860830897190048,V-Shaped,4,5
Dunaliella,60.284216014426576,88.11699778019181,20.51094712231535,11.40230555834524,V-Shaped,4,5
Spirulina,59.55717667072919,64.62758046468389,37.206804912787646,7.679535610351702,V-Shaped,2,5
Chlorella,34.11984200726022,40.275435106261845,39.2638667682124,8.471625922163016,Tubular,1,1
Haematococcus,23.407136072659597,55.25050976620125,17.152902762659345,8.473093251703748,V-Shaped,0,5
Chlorella,38.56439306737949,38.55600853983148,33.59006293901544,10.002174635774177,Tubular,1,1
Dunaliella,19.15780405064904,78.49053846545998,29.64135838571998,4.067964628857676,V-Shaped,4,5
Spirulina,17.0896170866719,35.48971754287007,28.84924874695687,4.012809500392231,Vertical Column,2,4
Chlorella,17.48715650424514,26.543160053363344,21.003789900550355,6.588196909896303,V-Shaped,1,5
Dunaliella,12.97774777383479,20.502020794230983,19.748319155758978,10.549974483073534,V-Shaped,4,5
Dunaliella,35.61628150473509,59.4788096139418,23.52873314549208,9.980103764659814,V-Shaped,4,5
Haematococcus,9.397587622748672,17.00910901821617,16.962746711340245,11.050064542104092,V-Shaped,0,5
Scenedesmus,50.43045493606708,55.273937280131925,24.405734459029777,11.404664073522174,V-Shaped,3,5
Spirulina,21.1766332526617,17.795778476922465,38.5476396815105,9.916505984890144,V-Shaped,2,5
Chlorella,50.18792391347386,74.71174988466021,25.94115756644005,6.717540947836697,Flat Panel,1,0
Dunaliella,31.50275553268259,50.85629497430738,19.776553483658954,10.32410886026918,V-Shaped,4,5
Spirulina,100.6501886900914,77.40991156644613,24.600476849123957,10.83519610660544,V-Shaped,2,5
Scenedesmus,56.68749625717071,62.34299540647798,21.29995554110179,11.36605160843787,V-Shaped,3,5
Haematococcus,16.816432604543145,29.104976375696296,28.76726228676617,11.555709503056304,Tubular,0,1
Haematococcus,5.332614833196208,21.615861234615664,28.082156232506243,4.933983222150364,V-Shaped,0,5
Scenedesmus,45.66023142569957,88.25870519732965,38.41425545177098,6.46681697340959,V-Shaped,3,5
Chlorella,31.444358046159405,70.55432997022757,30.13611213263356,4.456758084079072,V-Shaped,1,5
Chlorella,24.300583898157715,43.41438284548544,33.212348346186005,5.5973579043251735,V-Shaped,1,5
Chlorella,36.872185853992015,57.20505167970788,20.021929503505707,6.445617086483908,V-Shaped,1,5
Spirulina,32.21150034597075,25.45103755388952,28.520676599288493,10.546885131161734,V-Shaped,2,5
Scenedesmus,41.617958967363485,76.8965027701669,16.77776770533592,6.765255484334874,V-Shaped,3,5
Spirulina,94.3701224004211,93.68125503674528,35.44471076473549,8.39461092148812,Flat Panel,2,0
Haematococcus,30.710306233299367,91.61799196058524,30.98437001356939,6.70399024822792,V-Shaped,0,5
Dunaliella,35.593507120344384,78.07204492692709,17.135062107271846,7.598431925635429,V-Shaped,4,5
Spirulina,20.858201556210712,18.14466799862801,30.049533824361312,9.579582625314448,V-Shaped,2,5
Spirulina,121.72909231846585,90.6631044824421,25.264967430956663,11.18877528455176,V-Shaped,2,5
Haematococcus,20.689386117357856,87.84954785869986,36.4745136780555,4.710186135649861,V-Shaped,0,5
Scenedesmus,37.27596701934506,62.70051641477022,25.2185940702132,7.431351675949682,V-Shaped,3,5
Spirulina,17.44702387522771,22.14806374644779,21.27980011511168,6.564540688131992,Vertical Column,2,4
Spirulina,68.2408385448749,82.75220402482665,28.99293589820784,6.87200614463411,Vertical Column,2,4
Dunaliella,52.24727964773151,78.11103006121573,33.66130322142785,11.148079771146543,V-Shaped,4,5
Scenedesmus,9.066642517585606,21.728618928216186,33.61105419593884,5.21584145979241,V-Shaped,3,5
Haematococcus,7.552090285715492,13.74796201059823,31.1591278030914,10.986486986061829,Tubular,0,1
Scenedesmus,58.29819911760849,67.0404956272559,18.29273838015888,10.869959748236642,V-Shaped,3,5
Chlorella,54.07479838699081,88.81862849732399,16.085833930890935,6.088227132286785,V-Shaped,1,5
Spirulina,56.31017865731255,72.47184885786132,36.61007467985994,6.474948496640103,V-Shaped,2,5
Chlorella,45.51855185791857,71.35523653711078,25.02205337819776,6.379146656495918,Flat Panel,1,0
Spirulina,36.66071019193159,29.600272159081168,16.818406544429912,10.321050989808867,V-Shaped,2,5
Chlorella,65.13934557280847,76.6794886049787,35.08030308110233,8.495015649932105,Tubular,1,1
Spirulina,47.33963824659945,44.42360145243349,23.97171727484647,8.880346763662011,V-Shaped,2,5
Haematococcus,21.971820955899755,44.10603188312568,29.28032294378793,9.963181913132315,Tubular,0,1
Haematococcus,44.24763167745383,81.86358186373829,25.16015717002489,10.810089338896482,Tubular,0,1
Scenedesmus,67.86279861018038,91.29462600150228,28.62708532149725,9.291729642589214,V-Shaped,3,5
Scenedesmus,17.80890833140125,29.64458789033444,27.45496798904213,7.509342176252604,V-Shaped,3,5
Chlorella,13.207259590049476,18.04059120626801,36.42572570826445,7.320857414839461,Tubular,1,1
Dunaliella,59.909502562143686,89.99695885540775,29.78252872308112,11.094727222652857,V-Shaped,4,5
Dunaliella,41.69166726613346,80.79251237483558,15.878924801212536,8.60056335268332,V-Shaped,4,5
Dunaliella,34.325920060695644,52.669186825804026,28.742115341414458,10.862113166288236,V-Shaped,4,5
Scenedesmus,37.62642463884017,41.01369361542746,20.590063708091776,11.46764084199882,V-Shaped,3,5
Scenedesmus,20.121522936680563,26.00918159145657,31.61126642733149,9.67039411924923,V-Shaped,3,5
Dunaliella,17.53599114435633,25.397737017144586,20.95312108134997,11.50758112328326,V-Shaped,4,5
Spirulina,94.94822822612888,86.81189978822978,34.74936250041932,9.11436378132366,V-Shaped,2,5
Chlorella,15.722360060753262,16.666741648940295,39.86410641711312,9.433373596303944,Tubular,1,1
Spirulina,45.512466032691535,60.2091265220097,25.19735591950476,6.29922027076386,Vertical Column,2,4
Haematococcus,26.067748173477277,96.66024707602338,29.6836947810757,5.393685400571128,V-Shaped,0,5
Spirulina,102.86881562760234,99.92865690490969,35.921585555664805,8.578521485040612,Flat Panel,2,0
Scenedesmus,45.097286776068295,64.16437137697432,16.579706981862905,8.785499999508229,V-Shaped,3,5
Dunaliella,56.79277390652446,91.5181111572803,22.1296649002512,10.342720362188215,V-Shaped,4,5
Scenedesmus,34.95717816320751,39.542958034960336,20.80724135241132,11.050380364912732,V-Shaped,3,5
Dunaliella,13.538260453353113,24.82578064729556,36.750623138004144,9.08884507714895,Tubular,4,1
Spirulina,60.3248558526768,50.80746075618413,22.181442371926693,9.894356549681577,V-Shaped,2,5
Chlorella,24.689310609859252,48.35101338752369,29.70359266823996,5.106265387237982,Flat Panel,1,0
Dunaliella,29.621064017581503,75.63162241878112,27.578338868707995,6.527486579085094,V-Shaped,4,5
Chlorella,100.96484859321434,87.56922980064316,34.45848072668897,11.529717552965485,Tubular,1,1
Haematococcus,19.790394259003463,37.3153518233157,28.76363251549989,10.607105811414517,Tubular,0,1
Haematococcus,15.867662812866287,33.381497455404435,17.663781180402825,9.50686099930926,V-Shaped,0,5
Scenedesmus,9.792636243101684,18.824008429984584,39.04028605636117,6.502757024045345,V-Shaped,3,5
Haematococcus,28.726167133409184,66.50774434018913,17.467130693998016,8.63844276133437,V-Shaped,0,5
Spirulina,103.43812580652748,83.62937514895735,28.38533338778669,10.3071962475593,V-Shaped,2,5
Haematococcus,12.833105676485454,38.48219056553487,25.65795734976753,6.669633660605039,V-Shaped,0,5
Dunaliella,18.62822581358565,69.98732486068454,17.49408894257106,4.436095119286874,Vertical Column,4,4
Haematococcus,12.912048944891213,58.19235171322043,27.717098767101973,4.43771339866912,V-Shaped,0,5
Chlorella,51.68227936600126,53.40027073035939,36.48757439062245,9.67828040179178,Tubular,1,1
Chlorella,78.5438805965238,77.29304626117806,38.30322749451632,10.161830125198986,Tubular,1,1
Chlorella,16.297837038595976,29.218373009555624,35.277614157632954,5.577941329336134,V-Shaped,1,5
Scenedesmus,43.86419513095058,86.76497830458638,39.05489690694978,6.319398101064229,V-Shaped,3,5
Dunaliella,29.41434291448237,42.69903148776016,23.079856246434435,11.48126857901297,V-Shaped,4,5
Spirulina,26.15578981917674,24.345539629426195,24.16594250241141,8.95297120037357,V-Shaped,2,5
Scenedesmus,52.194880154496765,74.72797260361904,29.64010419598768,8.730813632425676,V-Shaped,3,5
Chlorella,30.92448265073796,27.42614288159147,17.135212070206634,11.275549312293048,V-Shaped,1,5
Chlorella,37.16719788226356,46.11273248833552,22.74664123521212,8.060072755754652,V-Shaped,1,5
Scenedesmus,84.06344582613411,91.75690965417124,20.6689654350129,11.451923095351408,V-Shaped,3,5
Dunaliella,16.245609217437433,55.73519257095669,30.06102774653607,4.857974667966769,V-Shaped,4,5
Haematococcus,7.470791531332721,16.471604558480102,37.73966737634443,9.071115694659536,Tubular,0,1
Haematococcus,13.382689948110324,57.91242113751834,38.94416645440556,4.621699347133804,V-Shaped,0,5
Dunaliella,9.17596247280184,23.706122236088973,22.873801547968988,6.451190386895663,Vertical Column,4,4
Dunaliella,18.41080771827126,65.80012001296674,27.576815006790227,4.663316651155849,V-Shaped,4,5
Chlorella,20.454918926322907,27.355564804802103,36.39812973978245,7.477425186531762,Tubular,1,1
Chlorella,28.923190999143007,28.529857968993944,21.639689957684,10.137867153273785,V-Shaped,1,5
Scenedesmus,86.68949873149836,93.8558282278442,26.637174310992485,11.545566797547606,V-Shaped,3,5
Scenedesmus,23.232354407004,55.898657138214745,23.95547603107682,5.1951951076301786,Vertical Column,3,4
